objectid,title,state,university,repo-y-or-no,reponame,filename,pubtitle,titlesincollection,agency,numberofitems,date-range,software,imagefile?,pdf?,type,format,subject
agpubrepos0342,Report of the commissioner appointed by the legislature in 1899 to investigate and report upon the methods of proceedure in this and other states and countries in giving instruction in manual training and in the theory and art of agriculture in the public schools (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.HarveyReport,Report of the commissioner appointed by the legislature in 1899 to investigate and report upon the methods of proceedure in this and other states and countries in giving instruction in manual training and in the theory and art of agriculture in the public schools,,UW-Libraries,,1901,,,,url,record,
agpubrepos0343,Report of the forestry commission of the state of Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RFC1898,Report of the forestry commission of the state of Wisconsin,,UW-Libraries,,1898,,,,url,record,
agpubrepos0344,Report on agricultural settlement and farm ownership. Part I: state loans to farmers (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RASFOPt1,Report on agricultural settlement and farm ownership. Part I: state loans to farmers,,UW-Libraries,,1912,,,,url,record,
agpubrepos0345,"Report on the disastrous effects of the destruction of forest trees, now going on so rapidly in the state of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RDEFT,"Report on the disastrous effects of the destruction of forest trees, now going on so rapidly in the state of Wisconsin",,UW-Libraries,,1867,,,,url,record,
agpubrepos0346,"Riverview Poultry Yards : breeders of high class stock genuine white pekin strains, also mallards and blue winged teal of pure strain (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manRiverview,"Riverview Poultry Yards : breeders of high class stock genuine white pekin strains, also mallards and blue winged teal of pure strain",,UW-Libraries,,1857,,,,url,record,
agpubrepos0347,"Rock County, Wisconsin farm directory (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RockCoFarm,"Rock County, Wisconsin farm directory",,UW-Libraries,,1928,,,,url,record,
agpubrepos0348,"School aids farmers : University of Wisconsin makes effort to develop ""cut-over"" lands, many experiments tried ... (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SchoolAids,"School aids farmers : University of Wisconsin makes effort to develop ""cut-over"" lands, many experiments tried ...",,UW-Libraries,,1908,,,,url,record,
agpubrepos0349,School forest activity manual (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MMSDActivityManual,School forest activity manual,,UW-Libraries,,unknown,,,,url,record,
agpubrepos0350,"Short course song book containing twenty-one songs for use in short course and dairy literary societies, experiment association and other meetings (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.ShortCourSong,"Short course song book containing twenty-one songs for use in short course and dairy literary societies, experiment association and other meetings",,UW-Libraries,,unknown,,,,url,record,
agpubrepos0351,"Soil survey of Manitowoc County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manSoil,"Soil survey of Manitowoc County, Wisconsin",,UW-Libraries,,1887-,,,,url,record,
agpubrepos0352,"Soil, climate, population, commerce and industries of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SoilClimate,"Soil, climate, population, commerce and industries of Wisconsin",,UW-Libraries,,1885,,,,url,record,
agpubrepos0353,"Statistics exhibiting the history, climate and productions of the State of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.StatExhibit67,"Statistics exhibiting the history, climate and productions of the State of Wisconsin",,UW-Libraries,,1867,,,,url,record,
agpubrepos0354,"Statistics: exhibiting the history, climate and productions of the State of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.StatExhibit69,"Statistics: exhibiting the history, climate and productions of the State of Wisconsin",,UW-Libraries,,1869,,,,url,record,
agpubrepos0355,"Statistiques sur l'Etat du Wisconsin : histoire, climat, productions (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.StatSurLetat,"Statistiques sur l'Etat du Wisconsin : histoire, climat, productions",,UW-Libraries,,1868,,,,url,record,
agpubrepos0356,Suggestions relating to proper methods of operating butter and cheese factories (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WDFCSugges,Suggestions relating to proper methods of operating butter and cheese factories,,UW-Libraries,,1915,,,,url,record,
agpubrepos0357,Swiss cheese industry in Green County Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SwissCheeseIndustry,Swiss cheese industry in Green County Wisconsin,,UW-Libraries,,1936,,,,url,record,
agpubrepos0358,Teaching the elements of agriculture in the common schools (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.TeachElements,Teaching the elements of agriculture in the common schools,,UW-Libraries,,1836-1918,,,,url,record,
agpubrepos0359,A tour through the Jackson school forest (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MMSDJackson,A tour through the Jackson school forest,,UW-Libraries,,unknown,,,,url,record,
agpubrepos0360,"Transactions of the Wisconsin Fruit Growers' Association for the year 1855; including the award of premiums at the annual exhibition, held at Milwaukee, on the 18th, 19th and 20th days of Sept., and the report of the convention, held at Whitewater on the 12th and 13th days of September, etc., etc. (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WFGA1855,"Transactions of the Wisconsin Fruit Growers' Association for the year 1855; including the award of premiums at the annual exhibition, held at Milwaukee, on the 18th, 19th and 20th days of Sept., and the report of the convention, held at Whitewater on the 12th and 13th days of September, etc., etc.",,UW-Libraries,,1856,,,,url,record,
agpubrepos0361,"The University of Wisconsin directory of the short course in agriculture, 1886-1927 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.DirShort1927,"The University of Wisconsin directory of the short course in agriculture, 1886-1927",,UW-Libraries,,1886-1927,,,,url,record,
agpubrepos0362,"Waukesha County gazetteer and farmers' and land owners' directory, 1890-91 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WaukGazetteer189091,"Waukesha County gazetteer and farmers' and land owners' directory, 1890-91",,UW-Libraries,,1890-1891,,,,url,record,
agpubrepos0363,"Where the wild rice grows : a sesquicentennial portrait of Menomonie, 1846-1996 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.IHWildRice,"Where the wild rice grows : a sesquicentennial portrait of Menomonie, 1846-1996",,UW-Libraries,,1996,,,,url,record,
agpubrepos0364,A winter course for farm boys : short course catalog 1925-1926 (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.ShortCat192526,A winter course for farm boys : short course catalog 1925-1926,,UW-Libraries,,1925,,,,url,record,
agpubrepos0365,Wisconsin as a factor in the nation's supply of butter (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WIFactor,Wisconsin as a factor in the nation's supply of butter,,UW-Libraries,,1913,,,,url,record,
agpubrepos0366,Wisconsin bankers' farm bulletin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.BankFarmBull,Wisconsin bankers' farm bulletin,,UW-Libraries,,1913/1919,,,,url,record,
agpubrepos0367,Wisconsin bull book (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WIBull,Wisconsin bull book,,UW-Libraries,,1934,,,,url,record,
agpubrepos0368,Wisconsin butter factories and cheese factories (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.BFCF1918,Wisconsin butter factories and cheese factories,,UW-Libraries,,1918-1919,,,,url,record,
agpubrepos0369,"Wisconsin cheese factories, creameries and condenseries by counties: and dairy statistics (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WCFCC,"Wisconsin cheese factories, creameries and condenseries by counties: and dairy statistics",,UW-Libraries,,1913,,,,url,record,
agpubrepos0370,Wisconsin Ginseng Gardens (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WisGinGar,Wisconsin Ginseng Gardens,,UW-Libraries,,unknown,,,,url,record,
agpubrepos0371,Wisconsin land inventory (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WisLndInv,Wisconsin land inventory,,UW-Libraries,,1930-1931,,,,url,record,
agpubrepos0372,Wisconsin's prairie heritage (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MMSDPrairie,Wisconsin's prairie heritage,,UW-Libraries,,1971,,,,url,record,
agpubrepos0373,"Wisconsin, its opportunities and inducements to home seekers : hundreds of thousands of acres of farming lands : no other locality can equal it (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WIOppor,"Wisconsin, its opportunities and inducements to home seekers : hundreds of thousands of acres of farming lands : no other locality can equal it",,UW-Libraries,,1895,,,,url,record,
agpubrepos0374,"Wood County farm directory, 1940 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WoodDir1940,"Wood County farm directory, 1940",,UW-Libraries,,1940,,,,url,record,
agpubrepos0375,"Work of the Wisconsin Agricultural Experiment Association : with a brief description, history and adaptation of pure bred field crops grown by its members (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WorkWAEA,"Work of the Wisconsin Agricultural Experiment Association : with a brief description, history and adaptation of pure bred field crops grown by its members",,UW-Libraries,,1919,,,,url,record,
agpubrepos0376,"Wright's Neenah-Menasha city directory 1924 : containing an alphabetically arranged list of business firms and private citizens, a farmers list and rural route directory of the whole county, a miscellaneous directory of city officers, churches, colleges and schools, public parks, banks, secret, benevolent, trade and social organizations, an improved street and avenue guide and directory of householders, a ""Buyers' Guide"" and a complete classified business directory (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.NHSterMenDir,"Wright's Neenah-Menasha city directory 1924 : containing an alphabetically arranged list of business firms and private citizens, a farmers list and rural route directory of the whole county, a miscellaneous directory of city officers, churches, colleges and schools, public parks, banks, secret, benevolent, trade and social organizations, an improved street and avenue guide and directory of householders, a ""Buyers' Guide"" and a complete classified business directory",,UW-Libraries,,1924,,,,url,record,
agpubrepos0377,"Wright's Waukesha directory 1921 containing an alphabetically arranged list of business firms and private citizens, a street directory, a miscellaneous directory of county officers, public, private schools, churches, banks, secret and benevolent societies, etc; a farmer's directory of Waukesha County alphabetically arranged, a ""buyers' guide"" and a complete classified business directory (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WaukDirectory1921,"Wright's Waukesha directory 1921 containing an alphabetically arranged list of business firms and private citizens, a street directory, a miscellaneous directory of county officers, public, private schools, churches, banks, secret and benevolent societies, etc; a farmer's directory of Waukesha County alphabetically arranged, a ""buyers' guide"" and a complete classified business directory",,UW-Libraries,,1921,,,,url,record,
agpubrepos0379,Wisconsin Field Office (USDA / USDA's National Agricultural Statistics Service),Wisconsin,USDA / USDA's National Agricultural Statistics Service,n,,https://www.nass.usda.gov/Statistics_by_State/Wisconsin/,Wisconsin Field Office,,USDA,,2001-2021,,,,url,record,
agpubrepos0380,"Export Statistics (State of Wisconsin Department of Agriculture, Trade and Consumer Protection)",Wisconsin,"State of Wisconsin Department of Agriculture, Trade and Consumer Protection",n,,https://datcp.wi.gov/Pages/Growing_WI/ExportStatistics.aspx,Export Statistics,,"State of Wisconsin, Department of Agriculture",,2019-2021,,,,url,record,
agpubrepos0381,The Tuskeegee Agricultural Station Bulletin,Alabama,Tuskeegee University,,"Bulletin; Farmers' Leaflet, Farmers Almanac",http://192.203.127.197/archive/,Tuskeegee Agricultural Experiement Station; George Washington Carver Bulletins,,,46,1898-1943,,yes,,,,
agpubrepos0382,Tuskeegee Farmers Conference Programs; Peoples Conference Program; Tuskeegee Negro Conference,Alabama,Tuskeegee University,,Programs,,Tuskeegee Normal and Industrial Institute,,,,1926-2015,,1 pdf of 585 pp (all issues combined),Early issues poor contrast in scans,,,
agpubrepos0383,[links not working],Alabama,Tuskeegee University,,various collections in Archives,https://www.tuskegee.edu/libraries/archives/digital-collections,Tuskeegee University,,,,,,,,,,
agpubrepos0384,"various (e.g. Journal of Progress, Alabama Farm Journal)",Alabama,Auburn University,,Agriculture and Rural Life Newspapers,http://diglib.auburn.edu/collections/agpapers/,,,,41,,,,,,,
agpubrepos0385,Alabama Agricultural Experiment Station Reports,Alabama,Auburn University,,Alabama Agricultural Experiment Station Reports,http://aurora.auburn.edu/handle/11200/542,,,,2365,1888-present,,,,,,
agpubrepos0386,Alabama Farmer Newsletter,Alabama,Auburn University,,Alabama Student Publications,http://content.lib.auburn.edu/cdm/search/collection/stdtpubs,,,,400,1921-1957,,,,,,
